Id,CspProjectId,Type,Context,CriteriaCloudAccounts,CriteriaRules
05ee4249-07f9-4b1e-8ba0-9a52eca0da5f,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,44442657-9012-44a9-9442-fd21b535ef72,33a5948a-8973-4205-9c3e-7a5824104fa6
05f72248-1227-452d-a337-924ba49a4976,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,5c8c263b7a550e1fb6560c35
05fa0547-07ae-4c19-b0c4-fc414ec2a000,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,1e025bc1-ff97-409f-982d-39a810d5fa25
060293b8-9a47-4728-b04f-6066b6453d9e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0638ebec-8bf1-4f66-bf63-316db01afc29,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
066c6457-d479-4baf-b470-fa72105e7971,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,1e025bc1-ff97-409f-982d-39a810d5fa25
066e9ada-d7fd-4fb8-a495-6eafb40faeb8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,d42158b9-c08d-4983-bade-5d5f478ce3bc
06b043bb-50a5-4928-af7d-54601bd6530e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,5c8c25f67a550e1fb6560bcf
06b61795-d46b-4ff5-a34f-04addfb47598,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
06b7f0fc-ebfd-4ed3-8b84-33b4df949c29,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
06ba989c-9eed-4850-a8f2-3f748d873398,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,df70d6b1-fdca-4589-88d6-f9d08df4db0d
06c824d0-a4c6-416a-9e06-7ec865d083cf,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
06d08156-ed6c-45b7-93dd-f0b8042527a6,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,d42158b9-c08d-4983-bade-5d5f478ce3bc
06f785bf-1630-4be0-8628-ccd30848096c,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,d19cb41d-ac6c-4e95-848a-48f0fe9a9176
0704cbf6-42f0-4866-bed0-201e3da49482,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,44442657-9012-44a9-9442-fd21b535ef72,cc702cee-4622-4c3d-b2db-1e388f51632a
07232187-2576-402c-96bd-7d2334df562e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
078040ed-1154-450f-b1b8-a8c35ffd285b,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
07a853cb-05f1-4133-bc7c-e465274d44c7,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
07b31b8e-e648-46c3-b74e-73f657f25cf0,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
07d5374c-4367-457a-af57-8dd0d1ae80a8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,bdc54b11-ece6-44b4-92a6-2bd3783fd0f2
07ed3e0f-d964-4130-bccb-0aef954639a6,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0806b6aa-ed94-4f81-9d37-d1dee006c8d0,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,ec6d20f7-dc81-4e64-98df-5b9b95abdb18
081aa42b-863c-4bbe-9277-4a8d2ccdd0fa,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,UnauthorizedAccess:EC2/SSHBruteForce
085ff476-2a11-4071-8410-8e231ee13de1,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,ec6d20f7-dc81-4e64-98df-5b9b95abdb18
0876ed40-ab69-4504-89e7-e852070ba155,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0888ff2b-18eb-4074-9d8b-d726ccc548b4,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,640712918980,99d931f0-b2aa-4366-8a3f-bfc6d2e9286f
08892dd6-c5ab-45f3-a92c-5386115cc54f,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
08900d21-c7ae-47ba-8b06-d92fe36ed6b8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
08eb4214-18d7-47fa-b876-7080e4ef8301,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
08f48c80-665f-4048-898c-02ca570f344e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,bdc54b11-ece6-44b4-92a6-2bd3783fd0f2
09031a64-0107-48f9-be2e-6924e748dee0,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,df70d6b1-fdca-4589-88d6-f9d08df4db0d
090fe893-809f-4cbf-9889-0f5e53cf443a,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
093c125e-0ade-46a8-8d52-425ac500af1b,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,3c43ff29-5b19-4c77-9d4e-41c35bd22769
095aa7e4-0deb-4473-a987-c8f069f41d9d,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,ec6d20f7-dc81-4e64-98df-5b9b95abdb18
09b09751-4d9b-47d1-86d9-40350162d5a6,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
09c7abda-a037-4172-8348-695596412b30,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,640712918980,d42158b9-c08d-4983-bade-5d5f478ce3bc
0a01da32-0174-40b4-8c39-d149ef7ff7c7,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0a1afd95-fe56-4fc1-83ed-077835ef5260,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0a43ce57-2e9f-4d45-b611-cea19b9990be,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,d42158b9-c08d-4983-bade-5d5f478ce3bc
0a58076c-43e8-47e7-9e21-89cb4c48bdfb,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0a6d025f-8ab8-42bd-bb16-4dfb31cb57f8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,b5437b0d-6476-45b6-a318-504a10b5ca1d
0ad58ac6-e9cb-4139-b564-8a028476eb7f,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0aebe1cf-415a-4445-ae16-8d2494230a2f,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0b09844b-81d1-4b48-9d42-f4eee5fb6827,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,2710f167-dbc7-4cfd-aadd-7fe59be1aca7,5c8c266e7a550e1fb6560c81
0b0fa293-3355-4472-9975-a08ba294e4d9,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,2f7c3244-102d-4e4d-bdb8-cdc169e18141
0b146ee8-430b-45cc-97a0-cee3b589fa3b,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0b1542ee-573e-4b75-b03d-08ec1f8ae81f,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,b3e3dc77-ef79-47f1-a579-bb391d35203a,eb04f5ff-99bc-41b1-88aa-b70977e859ff
0b1c5523-69f4-45bf-b62a-f10d0a494da8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0b1d00f5-65f9-4c21-b3ac-35ffe1de1c0b,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0b4b26d2-9e06-4363-b958-4bbd8dfaa09c,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,7bb18f75-9952-49c7-955b-2897a11d0fc0
0b6dc8df-864d-4837-94d0-01f308915f3c,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0b92660d-6aa2-40c7-bb91-1d011a0df9e2,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,5c8c25f67a550e1fb6560bcf
0b976eae-ab8d-4761-8294-24ede22c62aa,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,ec6d20f7-dc81-4e64-98df-5b9b95abdb18
0bb13871-b5ea-4604-a35e-ecbe52633de9,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,7076b215-64de-443c-a49b-4eb2030019d8
0bd439d7-9d8a-4784-815e-4d9559bc6a79,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,b5437b0d-6476-45b6-a318-504a10b5ca1d
0be57585-fbd5-46ca-9a51-9de04ef3daba,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,99d931f0-b2aa-4366-8a3f-bfc6d2e9286f
0bee6dbf-a5a7-4be5-9060-2d0045f46abd,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0bf42044-4b56-4daa-a793-67ee2477c5d5,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,5c8c25f67a550e1fb6560bcf
0c0ab723-5dc0-4b1a-bb7e-3634ea6a7030,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
0c1a9b2c-0494-4205-b3d7-d1dff42f6ba4,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,5c8c26227a550e1fb6560c14
0c568468-05c9-483a-9717-c4a0b861ef71,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0c572ccc-a574-474c-806c-810661344f7d,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0c7b3e68-6015-4918-bf75-4f3d9b7c9556,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0cd383ee-5e04-4c45-a7dc-ad5da848ac3d,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,5c8c25f67a550e1fb6560bcf
0cece232-1e40-4586-9a75-fa6fee578ef2,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0cf7353c-03ab-438d-93c3-96e20bcb26fd,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
0cff14ef-bce0-441e-bcc9-04fb60755ef1,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,5c8c25f67a550e1fb6560bcf
0d229f5b-4721-4511-a154-967e55970a84,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,668310515722,bdc54b11-ece6-44b4-92a6-2bd3783fd0f2
0d2d8420-eba6-4342-aed6-8c60683c5154,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0d571d43-b2ca-48ce-ac2c-790c2979700e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
0d638e68-b7f7-414b-8dc4-6220dd6fd0b9,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0d684f44-4156-4336-8f39-65b9f71b0f80,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,5c8c25f67a550e1fb6560bcf
0d7c0690-d3e8-490f-89a3-e3798892f518,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,2710f167-dbc7-4cfd-aadd-7fe59be1aca7,eb04f5ff-99bc-41b1-88aa-b70977e859ff
0dbd100d-e4c3-4a18-92aa-7676c34106ca,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,2f7c3244-102d-4e4d-bdb8-cdc169e18141
0dc58edf-dd5a-4885-b147-2635aa88b32b,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,2f7c3244-102d-4e4d-bdb8-cdc169e18141
0dc87927-6c07-4ece-8be6-966b1d10741a,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0df59bac-2c4e-4ff5-b270-073d936b1e69,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,82b26701-6d4a-44d1-b792-ba8314dbe985
0e14928b-6021-471f-b09a-d245717bb60d,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,189714a1-0466-415e-b540-50b88e642cf4
0e1e95b8-1bfb-4862-94b5-8dc93ac1d343,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,189714a1-0466-415e-b540-50b88e642cf4
0e3c4119-adf7-4d6d-b9d7-359b976076fe,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0e6e5e21-6207-485b-a643-a3ac33e7d755,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,5c8c25f67a550e1fb6560bcf
0e967dde-bbde-41a3-91ec-3113876684f8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,96e9e965-adbe-4ada-9e57-05d61fc39706,cc702cee-4622-4c3d-b2db-1e388f51632a
0e9c634a-5b5f-4501-ba90-5149dba2c0ed,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,668310515722,Policy:S3/BucketBlockPublicAccessDisabled
0ed24142-2555-4962-af98-e662c368fdb5,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0f389d87-be18-42bf-bcf8-e36dc548266e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
0f4112ea-545a-47a4-ac1d-7467860e9727,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,4e00da2c-b031-41be-806d-2795444e4196
0f972387-291a-4c6c-9a73-a4be16723ad8,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0f9da0a7-43aa-44b0-81fc-0d3ef7a927f6,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
0fa2b241-9771-4e12-9177-d9bba28ead37,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,210265922058,99d931f0-b2aa-4366-8a3f-bfc6d2e9286f
0fd711c4-47ac-4867-876c-70f9fa24258e,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
1019f1f3-ff7b-4f75-b35e-17942acba5cc,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
103e6008-3bcd-4545-a2bb-2326f8fd4cfa,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,82b26701-6d4a-44d1-b792-ba8314dbe985
10519ee8-545f-492b-ae3f-9f77be5d2300,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,189714a1-0466-415e-b540-50b88e642cf4
105d1f68-bcd9-479a-9732-8f8d783685e2,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
10687e67-1a83-4647-b4dc-27b1d432ffa0,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,82b26701-6d4a-44d1-b792-ba8314dbe985
1079d1c2-8f58-467a-8a04-be77786ec150,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,Recon:EC2/Portscan
10e5eb65-a3cb-408e-b71f-bbc8863b019d,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,1e025bc1-ff97-409f-982d-39a810d5fa25
112e1faf-7a4b-441b-9280-790e21519d07,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,Recon:EC2/Portscan
113798d4-47b1-4913-97d8-979e78458c08,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
1144a590-044f-449a-beac-422a1fc2a173,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
116c0f7d-c8f8-4f76-8b88-bbf1a282d975,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,df70d6b1-fdca-4589-88d6-f9d08df4db0d
11859b6b-f4fc-417d-9212-408b87bd7770,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,640712918980,c71c5c06-1911-4977-a5af-bb2642fccfda
118a46e4-98a9-45e9-a478-08b7ec03e0e6,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,699183880494,82b26701-6d4a-44d1-b792-ba8314dbe985
119cb3f3-727e-4223-ab6e-379d425a9415,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,897860998156,df70d6b1-fdca-4589-88d6-f9d08df4db0d
11acd2f6-3ee8-4fd9-bac9-1190315ecf07,235ff0a4-9a67-4ad8-8038-0f45e2a700c6,single,project,91131009-c581-403b-b758-dea1e8ad5d69,eb04f5ff-99bc-41b1-88aa-b70977e859ff
